Position.x,Name,Weight.x,Converted_Height,Converted_Arm,Converted_Hand,Converted_Vertical,Converted_Broad,Source_File,Link,Height,Weight.y,Dash40,Shuttle20,Vertical,Position.y,SPARQ,Power_Throw
DL,Taco Charlton,277,77.625,34.25,9.75,33,116,23,https://www.espn.com/college-sports/football/recruiting/player/_/id/127534/taco-charlton,78,249,4.89,4.5,31.6,dl,100.29,NA
DL,Ken Ekanem,257,74.75,32,10.5,NA,115,50,https://www.espn.com/college-sports/football/recruiting/player/_/id/92145/ken-ekanem,75,235,4.69,4.46,30.5,ol,NA,NA
DL,Myles Garrett,272,76.5,35.5,10.25,41,128,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/158532/myles-garrett,77,247,5.08,4.94,34,dl,85.68,NA
DL,Davon Godchaux,310,75.375,32.375,10.25,NA,NA,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/154089/davon-godchaux,76,271,5.22,4.91,24.7,dl,64.98,NA
DL,Jaleel Johnson,316,74.625,33.25,9.625,28,100,43,https://www.espn.com/college-sports/football/recruiting/player/_/id/119734/jaleel-johnson,74,290,5.48,5.28,20.5,og,NA,NA
DL,Carl Lawson,261,73.75,31.5,10.375,33,114,23,https://www.espn.com/college-sports/football/recruiting/player/_/id/120741/carl-lawson,75,251,5.11,4.87,26,dl,NA,NA
DL,Ifeadi Odenigbo,258,75,32.625,10.5,31.5,128,22,https://www.espn.com/college-sports/football/recruiting/player/_/id/127676/ifeadi-odenigbo,75,212,4.62,4.25,33.5,dl,NA,NA
DL,Elijah Qualls,313,72.625,30.625,9.375,31.5,105,30,https://www.espn.com/college-sports/football/recruiting/player/_/id/150645/elijah-qualls,73,282,5.39,4.81,25.8,dt,NA,NA
DL,Vincent Taylor,304,74.625,34.375,10.125,28.5,108,30,https://www.espn.com/college-sports/football/recruiting/player/_/id/141457/vincent-taylor,74,267,5.07,4.75,25.4,dt,NA,NA
DL,Solomon Thomas,273,74.625,33,9.375,35,126,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/157940/solomon-thomas,75,256,4.95,4.25,36.7,dl,121.77,NA
DL,Eddie Vanderdoes,305,75.125,33.125,10.625,28.5,111,30,https://www.espn.com/college-sports/football/recruiting/player/_/id/143548/eddie-vanderdoes,75,310,5.12,4.61,30.3,dt,NA,NA
LB,Alex Anzalone,241,74.875,32.125,9.125,30.5,116,3,https://www.espn.com/college-sports/football/recruiting/player/_/id/139334/alex-anzalone,75,231,4.73,4.34,29.3,at,108.09,NA
LB,Kendell Beckwith,243,74,33,9.5,NA,NA,3,https://www.espn.com/college-sports/football/recruiting/player/_/id/140565/kendell-beckwith,75,225,4.83,4.44,31.7,at,87.87,NA
LB,Ben Boulware,238,72,30.5,10,29.5,111,37,https://www.espn.com/college-sports/football/recruiting/player/_/id/133955/ben-boulware,73,225,5.03,4.17,30.1,il,NA,NA
LB,Kevin Davis,235,73.875,32.375,10.25,30.5,110,50,https://www.espn.com/college-sports/football/recruiting/player/_/id/118167/kevin-davis,74,220,4.73,4.4,30.5,ol,NA,NA
LB,Raekwon McMillan,240,73.875,33,9.75,33,121,38,https://www.espn.com/college-sports/football/recruiting/player/_/id/130263/raekwon-mcmillan,74,249,4.79,4.15,36.3,il,NA,NA
LB,Matt Milano,223,72.5,32,9.375,35,126,86,https://www.espn.com/college-sports/football/recruiting/player/_/id/138985/matt-milano,72,194,4.64,4.25,34.3,s_,NA,NA
LB,Tanner Vallejo,228,73.5,30.5,9.625,33.5,121,37,https://www.espn.com/college-sports/football/recruiting/player/_/id/163846/tanner-vallejo,73,220,4.74,4.3,32.6,il,NA,NA
DB,Jamal Adams,214,71.75,33.375,9.25,31.5,120,87,https://www.espn.com/college-sports/football/recruiting/player/_/id/157051/jamal-adams,72,204,4.48,4.23,34,s_,NA,NA
DB,Brian Allen,215,75.125,34,10,34.5,117,18,https://www.espn.com/college-sports/football/recruiting/player/_/id/169957/brian-allen,73,287,5.22,4.6,28.8,ce,NA,NA
DB,Delano Hill,216,73,32.125,9.375,33.5,115,86,https://www.espn.com/college-sports/football/recruiting/player/_/id/151225/delano-hill,72,198,4.44,4.34,31.6,s_,NA,NA
DB,Marlon Humphrey,197,72.25,32.25,8.75,NA,125,11,https://www.espn.com/college-sports/football/recruiting/player/_/id/150962/marlon-humphrey,72,179,4.48,4.27,32,cb,NA,NA
DB,Rayshawn Jenkins,214,73,32.75,9.625,37,128,85,https://www.espn.com/college-sports/football/recruiting/player/_/id/109433/rayshawn-jenkins,73,190,4.57,4.18,33.7,s_,NA,NA
DB,Kevin King,200,75,32,9.5,39.5,NA,10,https://www.espn.com/college-sports/football/recruiting/player/_/id/166014/kevin-king,74,172,4.67,3.93,38.6,cb,119.49,NA
DB,Ashton Lampkin,201,72.25,32.375,9.5,34.5,120,9,https://www.espn.com/college-sports/football/recruiting/player/_/id/125359/ashton-lampkin,71,175,4.83,5.06,28.8,cb,NA,NA
DB,Brendan Langley,189,72.375,31,9.375,35.5,123,3,https://www.espn.com/college-sports/football/recruiting/player/_/id/144482/brendan-langley,73,181,4.61,4.14,36.3,at,108.33,NA
DB,Jourdan Lewis,188,70.25,31.625,9.25,34.5,121,10,https://www.espn.com/college-sports/football/recruiting/player/_/id/143569/jourdan-lewis,70,159,4.68,4.34,32,cb,85.05,NA
DB,Marcus Maye,212,72,32.5,9.125,NA,NA,85,https://www.espn.com/college-sports/football/recruiting/player/_/id/111223/marcus-maye,72,195,4.64,4.23,31.9,s_,NA,NA
DB,Montae Nicholson,212,74.375,33.375,9.5,35,125,4,https://www.espn.com/college-sports/football/recruiting/player/_/id/167913/montae-nicholson,74,210,4.6,4.28,34.3,at,102.42,35
DB,Sojourn Shelton,177,69,31,8.375,35,120,10,https://www.espn.com/college-sports/football/recruiting/player/_/id/135225/sojourn-shelton,70,152,4.68,4.19,34.4,cb,83.67,NA
DB,Tre'Davious White,192,71.25,32.125,9.125,32,119,10,https://www.espn.com/college-sports/football/recruiting/player/_/id/130830/tredavious-white,71,170,4.74,4.46,30,cb,NA,NA
DB,Quincy Wilson,211,73.5,32.25,9.625,32,118,87,https://www.espn.com/college-sports/football/recruiting/player/_/id/150250/quincy-wilson,73,197,4.6,4.16,32.4,s_,NA,NA
QB,J.T. Barrett,224,73.25,32,9.875,30,108,65,https://www.espn.com/college-sports/football/recruiting/player/_/id/146579/jt-barrett,73,205,4.79,4.34,26,qb,NA,NA
QB,Sam Darnold,221,75.375,31,9.375,NA,105,74,https://www.espn.com/college-sports/football/recruiting/player/_/id/178530/sam-darnold,76,209,4.95,4.47,26.8,qb,NA,NA
QB,Quinton Flowers,210,70.375,30.875,9.75,NA,112,4,https://www.espn.com/college-sports/football/recruiting/player/_/id/170142/quinton-flowers,72,203,4.72,4.53,31.2,at,87.33,37
QB,Lamar Jackson,216,74.25,33.125,9.5,NA,NA,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/206195/lamar-jackson,75,209,NA,NA,36.2,at,NA,30.5
QB,Lamar Jackson,216,74.25,33.125,9.5,NA,NA,67,https://www.espn.com/college-sports/football/recruiting/player/_/id/188724/lamar-jackson,75,202,4.77,4.44,31.6,qb,NA,NA
QB,Tanner Lee,218,76.25,32.5,10,32,115,72,https://www.espn.com/college-sports/football/recruiting/player/_/id/146582/tanner-lee,75,191,5.19,4.63,27,qb,NA,NA
QB,Chase Litton,232,77,32.25,9.375,29.5,106,73,https://www.espn.com/college-sports/football/recruiting/player/_/id/164057/chase-litton,77,191,4.83,4.31,29.6,qb,NA,NA
QB,Chase Litton,232,77,32.25,9.375,29.5,106,105,https://www.espn.com/college-sports/football/recruiting/player/_/id/164057/chase-litton,77,191,4.83,4.31,29.6,wr,NA,NA
QB,Josh Rosen,226,76,31.75,9.875,31,111,74,https://www.espn.com/college-sports/football/recruiting/player/_/id/159856/josh-rosen,76,206,5.03,4.31,31,qb,NA,NA
RB,Saquon Barkley,233,72,31.375,9.5,41,NA,81,https://www.espn.com/college-sports/football/recruiting/player/_/id/189073/saquon-barkley,72,208,4.66,4.5,36.2,rb,NA,NA
RB,Nick Bawden,245,74,30.5,9.25,NA,NA,73,https://www.espn.com/college-sports/football/recruiting/player/_/id/178462/nick-bawden,74,231,4.92,4.53,26.5,qb,NA,NA
RB,Nick Bawden,245,74,30.5,9.25,NA,NA,105,https://www.espn.com/college-sports/football/recruiting/player/_/id/178462/nick-bawden,74,231,4.92,4.53,26.5,wr,NA,NA
RB,Nick Chubb,227,70.875,32,9.625,38.5,128,80,https://www.espn.com/college-sports/football/recruiting/player/_/id/171039/nick-chubb,71,217,4.47,4.1,40.8,rb,NA,NA
RB,Lavon Coleman,223,70.75,30.5,9.25,33,120,79,https://www.espn.com/college-sports/football/recruiting/player/_/id/136877/lavon-coleman,70,205,4.85,4.41,28.7,rb,NA,NA
RB,Royce Freeman,229,71.5,32,9.5,34,118,80,https://www.espn.com/college-sports/football/recruiting/player/_/id/159230/royce-freeman,72,227,4.58,4.07,33.6,rb,NA,NA
RB,Derrius Guice,224,70.5,30.75,9,31.5,NA,81,https://www.espn.com/college-sports/football/recruiting/player/_/id/174677/derrius-guice,71,215,4.61,4.66,30.4,rb,NA,NA
RB,Sony Michel,214,70.625,31.25,9.125,NA,NA,80,https://www.espn.com/college-sports/football/recruiting/player/_/id/128201/sony-michel,71,194,4.46,4.22,30.5,rb,NA,NA
RB,Demario Richard,218,68.75,28.75,9.25,29.5,115,80,https://www.espn.com/college-sports/football/recruiting/player/_/id/160043/demario-richard,69,197,4.65,4.28,31.6,rb,NA,NA
RB,Bo Scarbrough,228,73.375,33.5,10,40,129,4,https://www.espn.com/college-sports/football/recruiting/player/_/id/153062/bo-scarbrough,74,215,4.59,4.09,31,at,NA,NA
RB,Mark Walton,202,69.625,30,9.25,31.5,118,81,https://www.espn.com/college-sports/football/recruiting/player/_/id/180184/mark-walton,70,185,4.68,4.38,33,rb,NA,NA
RB,Darrel Williams,229,71.625,31,9.375,32,109,80,https://www.espn.com/college-sports/football/recruiting/player/_/id/176097/darrel-williams,71,203,NA,4.18,28.4,rb,NA,NA
WO,Marcell Ateman,216,76.5,32.875,9,34,121,104,https://www.espn.com/college-sports/football/recruiting/player/_/id/142589/marcell-ateman,77,200,4.83,4.34,29.8,wr,NA,NA
WO,Deon Cain,202,73.875,33,8.75,33.5,115,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/187069/deon-cain,74,190,4.58,4.43,30.6,wr,NA,NA
WO,Antonio Callaway,200,70.625,31.5,9.5,38.5,121,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/192221/antonio-callaway,71,179,4.64,4.56,33,wr,NA,NA
WO,Dylan Cantrell,226,74.875,31.375,9.25,38.5,130,104,https://www.espn.com/college-sports/football/recruiting/player/_/id/138382/dylan-cantrell,74,202,4.55,4.13,38.2,wr,NA,NA
WO,Robert Foster,196,73.625,32.125,9.25,31,116,104,https://www.espn.com/college-sports/football/recruiting/player/_/id/126595/robert-foster,75,190,4.82,4.34,29.1,wr,NA,NA
WO,Christian Kirk,201,70.375,30.375,9.875,35.5,115,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/166015/christian-kirk,71,197,4.49,4.15,37,wr,NA,NA
WO,Tavares Martin,185,72.625,32.125,9.125,31.5,NA,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/180148/tavares-martin,73,156,4.99,4.3,29.4,wr,NA,NA
WO,Steven Mitchell,189,70.25,30.375,9.375,32.5,121,104,https://www.espn.com/college-sports/football/recruiting/player/_/id/137497/steven-mitchell,71,176,4.55,4.12,33.5,wr,NA,NA
WO,Calvin Ridley,189,72.5,31.625,9.125,31,110,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/187868/calvin-ridley,73,169,4.65,4.34,28.1,wr,NA,NA
WO,Auden Tate,228,76.875,33.75,9.375,31,112,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/190758/auden-tate,77,206,NA,4.3,30.8,wr,NA,NA
TE,Troy Fumagalli,247,76.75,34.125,10.25,NA,NA,97,https://www.espn.com/college-sports/football/recruiting/player/_/id/146581/troy-fumagalli,77,220,5.19,4.64,24,ti,NA,NA
TE,Dalton Schultz,244,77.375,31.25,9.5,NA,120,98,https://www.espn.com/college-sports/football/recruiting/player/_/id/167967/dalton-schultz,78,235,4.79,4.5,30.6,ti,NA,NA
OL,Brian Allen,300,73,32.375,9.25,26,99,18,https://www.espn.com/college-sports/football/recruiting/player/_/id/169957/brian-allen,73,287,5.22,4.6,28.8,ce,NA,NA
OL,Jaryd Jones-Smith,317,78.5,36.25,10,27,109,58,https://www.espn.com/college-sports/football/recruiting/player/_/id/150951/jaryd-jones-smith,78,313,5.7,5.29,23.3,ot,NA,NA
OL,K.J. Malone,321,75.625,33.5,9.25,29.5,103,44,https://www.espn.com/college-sports/football/recruiting/player/_/id/137753/kj-malone,76,290,5.5,5.52,23,og,NA,NA
OL,Kolton Miller,309,80.625,34,10.75,31.5,121,59,https://www.espn.com/college-sports/football/recruiting/player/_/id/185797/kolton-miller,80,281,5.18,NA,27.2,ot,NA,NA
OL,Quenton Nelson,325,77,33.75,10.375,26.5,105,45,https://www.espn.com/college-sports/football/recruiting/player/_/id/170243/quenton-nelson,77,302,5.6,4.81,23.6,og,NA,NA
OL,Skyler Phillips,324,74.75,33,9.5,29,104,44,https://www.espn.com/college-sports/football/recruiting/player/_/id/167593/skyler-phillips,75,338,5.33,4.81,25.1,og,NA,NA
OL,Billy Price,305,75.75,32,9.75,NA,NA,30,https://www.espn.com/college-sports/football/recruiting/player/_/id/128620/billy-price,76,305,5.01,4.62,25.1,dt,NA,NA
OL,Scott Quessenberry,315,75.625,31.75,9.75,33.5,111,17,https://www.espn.com/college-sports/football/recruiting/player/_/id/156079/scott-quessenberry,76,276,5.09,4.4,29.3,ce,NA,NA
OL,Frank Ragnow,312,77.125,33.125,9.375,NA,NA,59,https://www.espn.com/college-sports/football/recruiting/player/_/id/169913/frank-ragnow,77,296,5.27,4.75,24.8,ot,NA,NA
OL,Braden Smith,315,78.25,32.25,9.375,33.5,113,45,https://www.espn.com/college-sports/football/recruiting/player/_/id/146538/braden-smith,78,285,5.12,4.65,35.5,og,NA,NA
OL,Rod Taylor,321,74.875,34.25,9.75,30.5,99,45,https://www.espn.com/college-sports/football/recruiting/player/_/id/169969/rod-taylor,75,323,5.22,4.64,26,og,NA,NA
OL,Toby Weathersby,317,76.375,33.25,10.25,24.5,106,46,https://www.espn.com/college-sports/football/recruiting/player/_/id/176212/toby-weathersby,77,295,5.44,4.97,24,og,NA,NA
OL,Isaiah Wynn,313,74.375,33.375,8.5,NA,NA,45,https://www.espn.com/college-sports/football/recruiting/player/_/id/153560/isaiah-wynn,74,274,5.3,5.06,26.8,og,NA,NA
DL,Joshua Frazier,321,74.875,34.25,10,NA,NA,31,https://www.espn.com/college-sports/football/recruiting/player/_/id/170199/joshua-frazier,76,336,5.27,4.76,26.8,dt,NA,NA
DL,Rasheem Green,275,76.25,33.75,9.875,32.5,118,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/177905/rasheem-green,77,290,4.93,4.44,32.2,dt,NA,NA
DL,Justin Jones,309,74.5,33.5,10,29,104,31,https://www.espn.com/college-sports/football/recruiting/player/_/id/168343/justin-jones,75,258,5.16,4.75,26.5,dt,NA,NA
DL,Lowell Lotulelei,315,73.625,33,9.625,NA,NA,30,https://www.espn.com/college-sports/football/recruiting/player/_/id/140413/lowell-lotulelei,74,293,5.15,4.91,22.1,dt,NA,NA
DL,Kahlil McKenzie,314,74.75,31.5,10.125,29.5,105,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/187852/kahlil-mckenzie,76,341,NA,NA,NA,dt,NA,NA
DL,Da'Ron Payne,311,74.5,33,9.375,28.5,107,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/187061/daron-payne,75,348,5.24,4.8,24.7,dt,NA,NA
DL,Deadrin Senat,314,72,31.625,9.75,26,100,30,https://www.espn.com/college-sports/football/recruiting/player/_/id/143636/deadrin-senat,73,311,5.44,4.69,29.5,dt,NA,NA
DL,Tim Settle,329,74.75,33,9.125,23.5,96,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/183151/tim-settle,75,339,NA,NA,20.6,dt,NA,NA
DL,Andrew Brown,296,75.375,34.5,9.375,28,101,31,https://www.espn.com/college-sports/football/recruiting/player/_/id/141550/andrew-brown,76,295,5.06,4.47,29,dt,NA,NA
DL,Da'Shawn Hand,297,75.625,34.375,9.75,31.5,111,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/148337/dashawn-hand,76,262,4.95,4.61,34.9,dl,100.38,NA
DL,Jalyn Holmes,283,76.875,34,10,NA,NA,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/165450/jalyn-holmes,77,235,4.94,4.6,29,dl,92.58,NA
DL,Tyquan Lewis,269,75.25,33.75,10.375,35.5,122,23,https://www.espn.com/college-sports/football/recruiting/player/_/id/139341/tyquan-lewis,75,225,4.77,4.41,37.3,dl,108.57,NA
DL,Breeland Speaks,283,74.875,33.75,9.875,32.5,110,31,https://www.espn.com/college-sports/football/recruiting/player/_/id/176078/breeland-speaks,75,281,5.21,4.66,28.4,dt,NA,NA
DL,Kentavius Street,280,74.25,32.875,10.25,NA,NA,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/172316/kentavius-street,74,265,4.7,4.44,36.2,dl,115.41,NA
DL,Josh Sweat,251,76.75,34.625,10.25,39.5,124,25,https://www.espn.com/college-sports/football/recruiting/player/_/id/181612/josh-sweat,77,240,4.46,4,38.3,dl,148.17,NA
DL,Chad Thomas,281,77,33.5,10.25,29,116,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/162986/chad-thomas,77,240,4.85,4.37,30.9,dl,108,NA
LB,Jerome Baker,229,73.125,31.5,10.375,36.5,126,53,https://www.espn.com/college-sports/football/recruiting/player/_/id/173447/jerome-baker,73,202,4.54,4.09,33.6,ol,NA,NA
LB,Lorenzo Carter,250,76.875,34,10.375,36,130,24,https://www.espn.com/college-sports/football/recruiting/player/_/id/166897/lorenzo-carter,77,234,4.6,4.32,40,dl,129.75,NA
LB,Rashaan Evans,232,73.875,32.25,10,30,116,52,https://www.espn.com/college-sports/football/recruiting/player/_/id/170133/rashaan-evans,75,217,4.51,4.27,38.4,ol,NA,NA
LB,Shaquem Griffin,227,72.375,32.125,9,NA,117,86,https://www.espn.com/college-sports/football/recruiting/player/_/id/129894/shaquem-griffin,73,183,4.63,4.16,32.7,s_,NA,NA
LB,Shaun Dion Hamilton,228,71.75,31,10.25,NA,NA,38,https://www.espn.com/college-sports/football/recruiting/player/_/id/169274/shaun-dion-hamilton,71,234,4.8,4.06,36.1,il,NA,NA
LB,Malik Jefferson,236,74.25,32,9.625,36,125,53,https://www.espn.com/college-sports/football/recruiting/player/_/id/171152/malik-jefferson,75,220,4.39,4.19,39.7,ol,NA,NA
LB,Peter Kalambayi,252,74.625,33.5,9,34,121,51,https://www.espn.com/college-sports/football/recruiting/player/_/id/140430/peter-kalambayi,75,238,4.62,4.25,35.6,ol,NA,NA
LB,Skai Moore,226,74.25,32,9.375,36,117,51,https://www.espn.com/college-sports/football/recruiting/player/_/id/146577/skai-moore,75,195,4.69,NA,28.5,ol,NA,NA
LB,Dorian O'Daniel,223,72.625,31.125,9,32,119,51,https://www.espn.com/college-sports/football/recruiting/player/_/id/140421/dorian-odaniel,73,201,4.55,4.19,35.8,ol,NA,NA
LB,Christian Sam,244,73,31.5,10,32,114,52,https://www.espn.com/college-sports/football/recruiting/player/_/id/137903/christian-sam,73,206,4.74,4.08,33.3,ol,NA,NA
LB,Andre Smith,237,71.625,33.125,10,NA,NA,53,https://www.espn.com/college-sports/football/recruiting/player/_/id/180255/andre-smith,72,215,4.98,4.54,32,ol,NA,NA
LB,Roquan Smith,236,72.875,32,10,NA,NA,53,https://www.espn.com/college-sports/football/recruiting/player/_/id/177402/roquan-smith,74,204,4.71,4.28,33.9,ol,NA,NA
LB,Matthew Thomas,232,74.75,33,8.875,41.5,131,51,https://www.espn.com/college-sports/football/recruiting/player/_/id/129808/matthew-thomas,75,205,4.59,4.09,35.6,ol,NA,NA
LB,Fred Warner,236,75.375,32,9.75,38.5,119,52,https://www.espn.com/college-sports/football/recruiting/player/_/id/172652/fred-warner,75,205,4.8,4.32,32,ol,NA,NA
LB,Kenny Young,236,73,32.375,9.5,36,117,38,https://www.espn.com/college-sports/football/recruiting/player/_/id/170254/kenny-young,73,210,4.79,4.33,27.5,il,NA,NA
DB,Anthony Averett,183,71.125,30.25,8.5,31.5,119,3,https://www.espn.com/college-sports/football/recruiting/player/_/id/123710/anthony-averett,72,170,4.67,4.62,30.4,at,NA,NA
DB,Tony Brown,199,71.875,31.5,9.25,31.5,126,11,https://www.espn.com/college-sports/football/recruiting/player/_/id/157994/tony-brown,72,196,4.35,3.83,35.9,cb,136.2,NA
DB,Tony Brown,199,71.875,31.5,9.25,31.5,126,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/160408/tony-brown,73,185,4.82,4.25,29.6,wr,NA,NA
DB,Carlton Davis,206,73,32.75,8.5,34,124,88,https://www.espn.com/college-sports/football/recruiting/player/_/id/181699/carlton-davis,73,182,4.67,4.5,36.1,s_,NA,NA
DB,Duke Dawson,197,70.625,31.5,9,NA,NA,11,https://www.espn.com/college-sports/football/recruiting/player/_/id/167750/duke-dawson,71,197,4.63,4.22,35.3,cb,86.49,NA
DB,Grant Haley,190,69.25,29.75,9.125,34,119,11,https://www.espn.com/college-sports/football/recruiting/player/_/id/156431/grant-haley,70,180,4.57,4.22,31.5,cb,88.29,NA
DB,Holton Hill,196,73.625,32,9.625,31,120,12,https://www.espn.com/college-sports/football/recruiting/player/_/id/176241/holton-hill,74,184,4.56,4.25,36.3,cb,97.83,NA
DB,Mike Hughes,189,70.125,30.875,8.75,35.5,127,5,https://www.espn.com/college-sports/football/recruiting/player/_/id/187862/mike-hughes,70,181,NA,4.2,33,at,NA,NA
DB,Donte Jackson,178,70.5,29.5,8.75,NA,124,5,https://www.espn.com/college-sports/football/recruiting/player/_/id/174585/donte-jackson,71,170,4.69,4.84,31.4,at,66.75,34
DB,Joshua Jackson,196,72.375,31.125,9.375,38,123,68,https://www.espn.com/college-sports/football/recruiting/player/_/id/208414/joshua-jackson,73,203,NA,4.46,25.5,qb,NA,NA
DB,Quenton Meeks,209,73,31.75,10.25,39,128,88,https://www.espn.com/college-sports/football/recruiting/player/_/id/194529/quenton-meeks,73,185,4.73,4.4,40,s_,NA,NA
DB,M.J. Stewart,200,70.875,31.25,9.25,35,118,4,https://www.espn.com/college-sports/football/recruiting/player/_/id/165491/mj-stewart,71,191,4.57,4,33.6,at,112.08,36
DB,Denzel Ward,183,70.875,31.25,8.75,39,136,59,https://www.espn.com/college-sports/football/recruiting/player/_/id/169935/denzel-ward,80,307,5.58,5.03,23.8,ot,NA,NA
DB,Minkah Fitzpatrick,204,72.125,31.25,9.375,33,121,12,https://www.espn.com/college-sports/football/recruiting/player/_/id/172513/minkah-fitzpatrick,73,194,4.54,3.87,37.4,cb,115.08,NA
DB,Tre Flowers,202,75.25,33.875,9,34.5,122,86,https://www.espn.com/college-sports/football/recruiting/player/_/id/130773/tre-flowers,75,180,4.64,4.33,30.4,s_,NA,NA
DB,Marcell Harris,216,72.75,32,8.625,NA,NA,86,https://www.espn.com/college-sports/football/recruiting/player/_/id/120689/marcell-harris,73,209,4.58,4.28,32,s_,NA,NA
DB,Ronnie Harrison,207,74,33.375,9.5,34,120,88,https://www.espn.com/college-sports/football/recruiting/player/_/id/180467/ronnie-harrison,74,192,4.86,4.72,33.6,s_,NA,NA
DB,Derwin James,215,73.75,33,9.5,40,132,88,https://www.espn.com/college-sports/football/recruiting/player/_/id/152264/derwin-james,74,202,4.52,4.27,36.9,s_,NA,NA
DB,Justin Reid,207,72.5,31.625,9.75,36.5,128,88,https://www.espn.com/college-sports/football/recruiting/player/_/id/193770/justin-reid,74,193,4.67,4.22,39.1,s_,NA,NA
DB,Stephen Roberts,186,71.25,31.375,8.875,34,121,11,https://www.espn.com/college-sports/football/recruiting/player/_/id/173158/stephen-roberts,72,180,NA,NA,31.2,cb,NA,NA
DB,Armani Watts,202,70.5,31,8.75,35,120,4,https://www.espn.com/college-sports/football/recruiting/player/_/id/170280/armani-watts,71,183,4.7,4.07,35,at,96.51,33
DB,Damon Webb,209,70.75,31.25,8.125,NA,NA,11,https://www.espn.com/college-sports/football/recruiting/player/_/id/141537/damon-webb,70,179,4.67,4.15,28.1,cb,84.27,NA
DB,Jordan Whitehead,198,70.375,29.75,8.5,NA,NA,12,https://www.espn.com/college-sports/football/recruiting/player/_/id/165120/jordan-whitehead,71,171,4.57,4.06,31.5,cb,95.64,NA
QB,Kelly Bryant,229,75.125,32.25,9.5,35,125,67,https://www.espn.com/college-sports/football/recruiting/player/_/id/171043/kelly-bryant,76,204,4.87,4.2,35,qb,NA,NA
QB,Jacob Eason,231,77.875,32.875,9.5,27.5,110,75,https://www.espn.com/college-sports/football/recruiting/player/_/id/189857/jacob-eason,78,217,NA,4.75,24.6,qb,NA,NA
QB,Jake Fromm,219,73.875,31.125,8.875,30,111,76,https://www.espn.com/college-sports/football/recruiting/player/_/id/199383/jake-fromm,75,224,4.96,4.55,30.1,qb,NA,NA
QB,Jalen Hurts,222,73,31.75,9.75,35,125,68,https://www.espn.com/college-sports/football/recruiting/player/_/id/180817/jalen-hurts,74,208,4.85,4.34,30.9,qb,NA,NA
QB,Brian Lewerke,213,74.5,32.125,10.625,NA,NA,74,https://www.espn.com/college-sports/football/recruiting/player/_/id/176308/brian-lewerke,75,192,4.86,4.43,32,qb,NA,NA
QB,Jordan Love,224,75.75,32.625,10.5,35.5,118,68,https://www.espn.com/college-sports/football/recruiting/player/_/id/209042/jordan-love,75,179,5.13,4.85,30.4,qb,NA,NA
QB,Steven Montez,231,76,32.75,9.375,33,117,67,https://www.espn.com/college-sports/football/recruiting/player/_/id/178754/steven-montez,77,194,4.75,4.22,29,qb,NA,NA
QB,James Morgan,229,76,33.375,9.75,29,112,74,https://www.espn.com/college-sports/football/recruiting/player/_/id/184481/james-morgan,76,210,NA,NA,31,qb,NA,NA
QB,Tua Tagovailoa,217,72,30.5,9.875,NA,NA,69,https://www.espn.com/college-sports/football/recruiting/player/_/id/207003/tua-tagovailoa,73,215,4.9,4.3,33.2,qb,NA,NA
WR,Tony Brown,198,72.75,31.5,9.25,33.5,119,11,https://www.espn.com/college-sports/football/recruiting/player/_/id/157994/tony-brown,72,196,4.35,3.83,35.9,cb,136.2,NA
WR,Tony Brown,198,72.75,31.5,9.25,33.5,119,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/160408/tony-brown,73,185,4.82,4.25,29.6,wr,NA,NA
WR,Lawrence Cager,220,76.75,33.375,8.875,NA,NA,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/171249/lawrence-cager,77,200,NA,4.32,33.5,wr,NA,NA
WR,Chase Claypool,238,76.25,32.5,9.875,40.5,126,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/210776/chase-claypool,77,214,4.6,4.53,32.8,wr,NA,NA
WR,Tyrie Cleveland,209,74.375,32.875,9.125,39.5,126,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/198967/tyrie-cleveland,75,190,4.38,4.29,39.1,wr,NA,NA
WR,Quartney Davis,201,73.25,31.375,9.5,35.5,NA,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/203041/quartney-davis,75,181,4.57,4.26,31.6,wr,NA,NA
WR,Devin Duvernay,200,70.5,30.625,9.5,35.5,123,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/190661/devin-duvernay,71,193,4.38,4.24,37.7,wr,NA,NA
