Position.x,Name,Weight.x,Converted_Height,Converted_Arm,Converted_Hand,Converted_Vertical,Converted_Broad,Source_File,Link,Height,Weight.y,Dash40,Shuttle20,Vertical,Position.y,SPARQ,Power_Throw
OT,Stone Forsythe,307,80,34.375,10,27.5,103,47,https://www.espn.com/college-sports/football/recruiting/player/_/id/199164/stone-forsythe,80,325,6.1,5.48,17.6,og,NA,NA
OG,Kendrick Green,305,73.875,32.25,10.125,35.5,119,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/222871/kendrick-green,74,270,5.14,4.93,27.9,dt,NA,NA
OG,Robert Hainsey,306,76.5,32.125,9.75,27.5,104,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/204992/robert-hainsey,77,276,5.49,4.87,27.9,og,NA,NA
C,Creed Humphrey,302,76.25,32.5,9.625,33,112,21,https://www.espn.com/college-sports/football/recruiting/player/_/id/211531/creed-humphrey,77,310,5.51,4.81,27,ce,NA,NA
OT,Alaric Jackson,321,77.5,32.5,9.5,25,103,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/208212/alaric-jackson,77,286,5.56,5.58,21.1,ot,NA,NA
C,Drake Jackson,293,73.875,31.125,8.25,31.5,NA,20,https://www.espn.com/college-sports/football/recruiting/player/_/id/198938/drake-jackson,74,302,5.56,4.73,24.4,ce,NA,NA
OG,Tommy Kraemer,309,77.5,33.5,10.625,NA,NA,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/189772/tommy-kraemer,77,308,5.38,4.96,24,ot,NA,NA
OT,Alex Leatherwood,312,77.125,33.875,9.5,34.5,118,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/210434/alex-leatherwood,78,327,5.22,4.89,27.8,ot,NA,NA
OT,Walker Little,313,79.375,33.75,10.125,29.5,111,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/208953/walker-little,80,305,5.28,4.4,27.4,ot,NA,NA
OG,David Moore,330,73.625,34.125,9.625,27.5,105,68,https://www.espn.com/college-sports/football/recruiting/player/_/id/197191/david-moore,73,174,4.89,4.43,28.7,qb,NA,NA
C,Josh Myers,310,77.25,32,10.375,NA,NA,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/205236/josh-myers,78,310,5.11,4.49,29.6,og,NA,NA
OG,Rashawn Slater,304,76.25,33,10.5,33,112,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/209595/rashawn-slater,75,269,5.41,4.96,24.9,og,NA,NA
OG,Trey Smith,321,77.5,33.75,10,31,112,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/205309/trey-smith,78,299,5.31,4.78,28.3,ot,NA,NA
OG,Trey Smith,321,77.5,33.75,10,31,112,81,https://www.espn.com/college-sports/football/recruiting/player/_/id/187661/trey-smith,73,202,4.8,4.53,28.6,rb,NA,NA
OG,Alijah Vera-Tucker,308,76.5,32.125,9.625,32,106,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/214408/alijah-vera-tucker,76,270,NA,4.86,NA,ot,NA,NA
OT,Landon Young,310,78.125,33.75,10.125,30.5,108,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/188685/landon-young,79,296,5.6,5.32,23.4,ot,NA,NA
EDGE,Jonathon Cooper,253,74.625,32.125,9.625,33,108,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/198950/jonathon-cooper,75,238,4.89,4.21,32.4,dl,93.87,NA
EDGE,Victor Dimukeje,262,73.5,33.125,9.5,34.5,115,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/221836/victor-dimukeje,74,254,5.13,4.64,28.9,dt,NA,NA
EDGE,Malik Herring,275,75.25,32.5,10.5,NA,NA,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/208007/malik-herring,76,265,5.14,4.47,27.9,dl,85.74,NA
EDGE,Wyatt Hubert,258,74.875,31,10.125,32.5,110,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/209532/wyatt-hubert,75,252,5.08,4.32,29.8,dl,97.89,NA
EDGE,Joshua Kaindoh,260,77.75,34.5,9.5,36.5,125,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/207948/joshua-kaindoh,78,256,4.86,4.67,30.2,dl,78.93,NA
EDGE,Osa Odighizuwa,282,73.625,34.125,10.375,31.5,120,33,https://www.espn.com/college-sports/football/recruiting/player/_/id/207259/osa-odighizuwa,74,257,5,4.7,33.3,dt,NA,NA
EDGE,Adetokunbo Ogundeji,260,76.5,35.25,9.625,32,120,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/208394/adetokunbo-ogundeji,76,215,5.01,4.21,30.2,dl,94.98,NA
EDGE,Kwity Paye,261,74.5,33,10,35.5,118,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/218048/kwity-paye,76,226,4.75,4.47,35.2,dl,94.71,NA
EDGE,Jaelan Phillips,260,77.5,33.25,9.75,36,125,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/212426/jaelan-phillips,77,241,4.65,4.5,32.1,ol,NA,NA
EDGE,Hamilcar Rashed Jr.,251,74.375,33.75,10.125,35.5,128,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/209279/hamilcar-rashed-jr,74,206,4.85,4.69,30.3,at,76.11,36
EDGE,Janarius Robinson,266,77.375,35.25,10.875,34,121,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/195362/janarius-robinson,77,247,4.62,4.27,33.4,dl,107.58,NA
EDGE,Jordan Smith,255,77.75,33.375,9.25,NA,NA,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/199384/jordan-smith,78,217,4.75,4.63,29.3,dl,80.76,NA
EDGE,Shaka Toney,242,74.5,33,9.5,39,128,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/206440/shaka-toney,75,215,NA,4.64,32.5,dl,NA,NA
EDGE,Rashad Weaver,259,76.375,33.25,9.75,32,114,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/208357/rashad-weaver,77,241,5.23,4.66,27.1,dl,63.3,NA
DT,Quinton Bohanna,327,76,34,10.875,29,99,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/210326/quinton-bohanna,76,288,6.06,5.83,20.4,dt,NA,NA
DT,Tyler Shelvin,350,74.125,33.625,10.25,28.5,97,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/208954/tyler-shelvin,75,376,5.52,4.89,22.8,dt,NA,NA
DT,Tedarrell Slaton,330,76,32.625,9.125,29,109,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/203300/tedarrell-slaton,77,353,5.29,5.13,27.3,ot,NA,NA
DT,Darius Stills,278,72.5,32.25,8.875,32.5,110,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/221958/darius-stills,74,280,5.31,4.55,31.4,dt,NA,NA
DT,Jay Tufele,305,74.125,32.5,9.375,30,105,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/205328/jay-tufele,75,297,5.04,4.76,26,dt,NA,NA
DT,Marlon Tuipulotu,317,73.875,33,10.375,30.5,103,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/213186/marlon-tuipulotu,75,295,5.28,4.69,25.6,dt,NA,NA
DT,Marvin Wilson,303,75.875,33.375,10.125,25.5,107,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/202720/marvin-wilson,76,332,5.17,4.56,25.1,dt,NA,NA
ILB,Baron Browning,245,74.75,33.5,10,40,130,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/202885/baron-browning,75,232,4.56,4.18,37.4,ol,NA,NA
ILB,Jamin Davis,234,75.5,33,9.5,42,132,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/210307/jamin-davis,75,200,4.7,4.41,34.9,ol,NA,NA
OLB,Anthony Hines III,225,74.25,32.75,9.375,33,118,41,https://www.espn.com/college-sports/football/recruiting/player/_/id/188008/anthony-hines-iii,75,222,4.67,4.12,30.3,il,NA,NA
OLB,Isaiah McDuffie,227,73.25,30.25,9.625,32.5,121,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/213832/isaiah-mcduffie,74,200,NA,NA,31.3,ol,NA,NA
ILB,Dylan Moses,235,73.75,31.875,9.25,NA,NA,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/182265/dylan-moses,74,235,4.56,4.09,37.1,at,132.48,39
ILB,Monty Rice,233,72.375,30.75,8.625,32,121,41,https://www.espn.com/college-sports/football/recruiting/player/_/id/211751/monty-rice,73,228,4.62,4.55,32,il,NA,NA
ILB,Chazz Surratt,229,74.125,30.25,9.625,31.5,NA,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/189516/chazz-surratt,75,197,NA,NA,NA,at,NA,33.5
CB,Tre Brown,185,69.75,30.375,9.5,38,123,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/212962/tre-brown,71,173,4.43,3.93,36.5,cb,127.29,NA
CB,Thomas Graham Jr.,192,70.375,31,8.875,34.5,121,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/207026/thomas-graham-jr,71,177,4.52,3.96,36.4,cb,114.69,NA
CB,Deommodore Lenoir,199,70.25,30.625,9.75,34.5,121,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/206947/deommodore-lenoir,71,183,4.43,3.96,33.6,cb,124.86,NA
CB,Ifeatu Melifonwu,205,74.5,32.125,9,41.5,134,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/218362/ifeatu-melifonwu,75,183,4.71,4.66,34.9,at,82.98,35.5
CB,Elijah Molden,192,69.5,29.5,9.5,36.5,125,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/201556/elijah-molden,71,181,4.51,3.93,37.1,cb,121.44,NA
CB,Aaron Robinson,186,71.5,30.25,8.75,37,123,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/194836/aaron-robinson,73,175,4.63,4.22,35.5,at,94.17,34
CB,Benjamin St-Juste,202,75.25,32.625,9.375,34.5,119,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/216318/benjamin-st-juste,75,189,4.58,3.86,36.6,cb,123.72,NA
CB,Brandon Stephens,213,72.125,32,9.75,38,127,82,https://www.espn.com/college-sports/football/recruiting/player/_/id/190656/brandon-stephens,73,201,4.7,4.36,30.5,rb,NA,NA
CB,Eric Stokes,194,72.625,32.75,9.125,38.5,128,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/212136/eric-stokes,73,172,4.47,4.06,31.3,rb,NA,NA
CB,Keith Taylor,187,74.25,31.125,9.5,33.5,127,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/208956/keith-taylor,75,186,4.7,4.64,32.4,cb,80.61,NA
CB,Ambry Thomas,191,71.875,32.25,8.625,38,122,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/207547/ambry-thomas,72,174,4.43,3.9,35.9,cb,118.89,NA
CB,Mark Webb,207,73.5,32.625,10.125,36.5,136,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/207971/mark-webb,74,197,4.75,4.5,31.9,wr,NA,NA
CB,Rodarius Williams,189,71.75,31.5,9.25,36.5,123,13,https://www.espn.com/college-sports/football/recruiting/player/_/id/206455/rodarius-williams,72,171,4.74,4.21,32.5,cb,78.96,NA
CB,Marco Wilson,191,71.625,30.75,9.625,43.5,136,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/206149/marco-wilson,72,180,4.42,4.09,38.8,cb,122.28,NA
FS,Joshuah Bledsoe,204,71.375,30.75,9.625,NA,NA,90,https://www.espn.com/college-sports/football/recruiting/player/_/id/221176/joshuah-bledsoe,72,191,4.76,4.47,34.5,s_,NA,NA
FS,Michael Carter II,184,69.625,29.125,9.5,35.5,NA,90,https://www.espn.com/college-sports/football/recruiting/player/_/id/210264/michael-carter-ii,70,174,4.52,4.29,36,s_,NA,NA
SS,Tyree Gillespie,207,71.75,31.25,9.625,35.5,108,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/219125/tyree-gillespie,72,202,4.58,4.5,36.1,at,113.58,41.5
FS,Damar Hamlin,200,72.875,32.25,9.125,35,118,13,https://www.espn.com/college-sports/football/recruiting/player/_/id/198957/damar-hamlin,73,182,NA,4.12,30.1,cb,NA,NA
QB,Jack Coan,218,75.25,31.125,9.5,33,115,76,https://www.espn.com/college-sports/football/recruiting/player/_/id/211221/jack-coan,75,190,4.96,4.35,30.9,qb,NA,NA
QB,Cole Kelley,249,79.375,33.75,9.875,NA,NA,75,https://www.espn.com/college-sports/football/recruiting/player/_/id/208405/cole-kelley,79,246,NA,NA,NA,qb,NA,NA
QB,Kenny Pickett,217,75.25,30.875,8.5,33.5,121,69,https://www.espn.com/college-sports/football/recruiting/player/_/id/211225/kenny-pickett,75,193,4.77,4.25,34.6,qb,NA,NA
QB,Skylar Thompson,217,73.875,31,8.625,31,112,68,https://www.espn.com/college-sports/football/recruiting/player/_/id/196911/skylar-thompson,74,195,4.72,NA,29,qb,NA,NA
WO,Charleston Rambo,177,72.625,32,9.75,33.5,118,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/209428/charleston-rambo,73,166,NA,4.19,30.5,wr,NA,NA
WO,Braylon Sanders,194,72.125,31.5,10,34.5,121,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/207975/braylon-sanders,72,172,4.64,4.3,33.3,at,87.72,33
RB,Kennedy Brooks,209,70.625,30.25,7.625,31,120,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/206000/kennedy-brooks,71,185,4.66,4.3,33.9,rb,NA,NA
RB,Ty Chandler,204,71.25,32.125,9,31,121,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/204855/ty-chandler,72,190,NA,NA,NA,rb,NA,NA
RB,Trestan Ebner,206,70.75,29.75,8.5,30,NA,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/212036/trestan-ebner,72,188,4.4,4.42,32.8,wr,NA,NA
RB,Brian Robinson,225,73.625,31.875,9.75,30,119,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/207991/brian-robinson,74,216,4.62,4.32,31.6,rb,NA,NA
RB,Abram Smith,213,71.625,30.25,8.25,NA,NA,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/220326/abram-smith,72,196,4.59,4.4,31,rb,NA,NA
TE,Jake Ferguson,250,76.875,32.625,9.5,31.5,118,94,https://www.espn.com/college-sports/football/recruiting/player/_/id/211509/jake-ferguson,77,209,4.73,4.15,34.4,te,NA,NA
TE,Jeremiah Hall,239,73.5,31.625,10.5,29,111,94,https://www.espn.com/college-sports/football/recruiting/player/_/id/212055/jeremiah-hall,76,224,NA,NA,33.5,te,NA,NA
TE,Connor Heyward,233,71.125,31.875,9.5,32.5,NA,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/208158/connor-heyward,72,219,NA,4.5,NA,wr,NA,NA
TE,Jelani Woods,253,79.125,34.5,9.5,NA,NA,76,https://www.espn.com/college-sports/football/recruiting/player/_/id/205344/jelani-woods,79,230,5,4.41,29.6,qb,NA,NA
OL,Ben Brown,312,77.125,34.375,10.25,NA,NA,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/212961/ben-brown,77,282,5.81,4.86,25.4,og,NA,NA
OL,Dawson Deaton,306,77.5,32.875,9.625,29,108,21,https://www.espn.com/college-sports/football/recruiting/player/_/id/216597/dawson-deaton,77,297,5.5,4.9,21.4,ce,NA,NA
OL,Austin Deculus,321,77,34.375,9.25,28.5,109,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/211036/austin-deculus,78,331,5.09,4.9,30.4,ot,NA,NA
OL,Obinna Eze,321,78.5,36.125,9.875,27.5,104,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/218612/obinna-eze,79,279,5.22,4.6,28.8,ot,NA,NA
OL,Luke Fortner,307,76.125,33.125,10,24,102,47,https://www.espn.com/college-sports/football/recruiting/player/_/id/200590/luke-fortner,77,283,5.64,5.13,23.4,og,NA,NA
OL,Marquis Hayes,318,76.875,34.875,8.875,23.5,102,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/218631/marquis-hayes,78,334,5.79,5.31,21.5,ot,NA,NA
OL,Abraham Lucas,315,78.375,33.875,10.5,NA,107,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/224041/abraham-lucas,79,256,5.03,4.3,27.2,ot,NA,NA
OL,Dylan Parham,311,74.625,33.125,10.25,26.5,108,75,https://www.espn.com/college-sports/football/recruiting/player/_/id/196854/dylan-parham,77,205,4.81,4.55,30.5,qb,NA,NA
OL,Tyrese Robinson,317,74.875,33.125,9.75,22.5,100,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/207992/tyrese-robinson,76,310,5.59,4.99,20,og,NA,NA
OL,Justin Shaffer,314,75.875,33.25,10,25.5,107,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/210305/justin-shaffer,77,356,5.41,5.16,25.8,og,NA,NA
OL,Lecitus Smith,314,75.25,31.875,9.625,NA,99,101,https://www.espn.com/college-sports/football/recruiting/player/_/id/220617/lecitus-smith,75,253,5.25,4.8,26.3,ti,NA,NA
OL,Andrew Stueber,325,78.625,34.125,10,NA,101,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/222298/andrew-stueber,79,290,5.46,4.6,25.7,ot,NA,NA
DL,Matthew Butler,297,75.875,33.5,9.25,32,112,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/211644/matthew-butler,76,265,5.11,4.78,32.5,dt,NA,NA
DL,Jordan Davis,341,78.375,34,10.75,32,123,99,https://www.espn.com/college-sports/football/recruiting/player/_/id/172060/jordan-davis,77,257,NA,4.44,29.3,ti,NA,NA
DL,Kalia Davis,302,73,33.625,9.5,NA,NA,41,https://www.espn.com/college-sports/football/recruiting/player/_/id/197054/kalia-davis,74,223,NA,4.4,29.5,il,NA,NA
DL,Haskell Garrett,300,74.125,31.625,9.875,24,NA,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/203906/haskell-garrett,74,298,5.13,4.41,26.7,dt,NA,NA
DL,Phidarian Mathis,310,76.25,34.625,10.375,23.5,109,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/219304/phidarian-mathis,76,287,5.38,5.35,24.4,dt,NA,NA
DL,Jayden Peevy,308,77.375,35.5,10.5,27,100,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/216316/jayden-peevy,78,279,NA,5.07,22.8,dt,NA,NA
DL,Tyree Johnson,248,74.5,30.875,9.75,NA,NA,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/212989/tyree-johnson,76,247,4.98,4.58,33.8,dl,104.85,NA
DL,Joshua Paschal,268,74.625,32.75,9.625,37.5,123,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/204749/joshua-paschal,75,253,4.75,4.3,39,dl,120.24,NA
DL,LaBryan Ray,283,76.25,32.625,8.5,NA,NA,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/212259/labryan-ray,77,270,4.93,4.47,30.1,dt,NA,NA
DL,Cameron Thomas,267,76.125,32.5,10.25,NA,NA,69,https://www.espn.com/college-sports/football/recruiting/player/_/id/211535/cameron-thomas,75,181,4.58,4.26,35.1,qb,NA,NA
LB,Terrel Bernard,224,72.875,30.25,9.625,35.5,123,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/212006/terrel-bernard,74,202,4.85,4.4,34.9,ol,NA,NA
LB,Aaron Hansford,239,74.25,32.375,10.125,NA,NA,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/206152/aaron-hansford,75,209,4.51,4.33,32.1,at,108.48,39
LB,Drake Jackson,254,74.625,34,10.125,36.5,127,20,https://www.espn.com/college-sports/football/recruiting/player/_/id/198938/drake-jackson,74,302,5.56,4.73,24.4,ce,NA,NA
LB,Nate Landman,238,74.5,30.5,9.375,36.5,119,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/220424/nate-landman,75,205,4.88,4.44,37.4,ol,NA,NA
LB,Jeremiah Moon,249,76.75,35,10.125,40.5,133,54,https://www.espn.com/college-sports/football/recruiting/player/_/id/188885/jeremiah-moon,76,210,NA,4.4,33.2,ol,NA,NA
LB,Malcolm Rodriguez,232,71,30.125,9.625,39.5,120,90,https://www.espn.com/college-sports/football/recruiting/player/_/id/221183/malcolm-rodriguez,71,180,4.87,4.41,33.7,s_,NA,NA
LB,Brandon Smith,250,75.5,34.625,10.25,37.5,128,58,https://www.espn.com/college-sports/football/recruiting/player/_/id/134001/brandon-smith,79,335,5.99,5.57,21.1,ot,NA,NA
LB,Baylon Spector,233,73.125,31.5,10,36,122,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/213012/baylon-spector,74,220,4.84,4.27,36.5,ol,NA,NA
DB,Tariq Castro-Fields,197,72.625,30.75,8.75,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/212022/tariq-castro-fields,73,177,4.71,4.19,33.5,cb,98.19,NA
DB,Jack Jones,171,70.75,30.75,8.875,NA,NA,60,https://www.espn.com/college-sports/football/recruiting/player/_/id/185293/jack-jones,76,271,5.71,4.9,21,ot,NA,NA
DB,Marcus Jones,174,68,28.875,8.875,NA,NA,8,https://www.espn.com/college-sports/football/recruiting/player/_/id/109917/marcus-jones,67,153,4.36,4.14,32.5,cb,NA,NA
DB,Marcus Jones,174,68,28.875,8.875,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/210438/marcus-jones,68,164,4.72,4.13,34.9,cb,82.86,NA
DB,Chase Lucas,180,71.25,31.875,9.25,39,128,82,https://www.espn.com/college-sports/football/recruiting/player/_/id/178746/chase-lucas,72,170,4.65,4.3,37.1,rb,NA,NA
DB,Damarri Mathis,196,71,31.875,8.25,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/219126/damarri-mathis,71,176,4.69,4.36,40.6,cb,106.26,NA
DB,Josh Thompson,194,70.5,30.875,9.375,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/217165/josh-thompson,72,180,4.57,4.27,40.4,cb,107.28,NA
DB,Markquese Bell,212,74.125,32.375,9.375,36.5,123,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/211263/markquese-bell,75,194,4.71,4.46,34.9,at,97.44,39
DB,Bubba Bolden,209,74.125,31.375,9,NA,116,90,https://www.espn.com/college-sports/football/recruiting/player/_/id/203987/bubba-bolden,75,188,4.57,4.46,32.2,s_,NA,NA
DB,Quentin Lake,201,73.125,31.25,9.125,NA,NA,90,https://www.espn.com/college-sports/football/recruiting/player/_/id/220008/quentin-lake,73,176,NA,4.19,34.9,s_,NA,NA
